"","stim_sex","picID","correct","emotion","race","stimNum","rt","response","partno","sub_sex","acc"
"32352","Female","6","4","Sad","White","?","1630","1",472,1,0
"33352","Male","7","5","Disgust","White","?","4645","5",472,1,1
"34352","Male","8","5","Disgust","White","?","3662","5",472,1,1
"35352","Female","9","6","Surprise","White","?","1824","6",472,1,1
"36201","Female","10","2","Angry","White","?","2175","2",472,1,1
"37197","Female","11","3","Happy","White","?","2129","3",472,1,1
"38197","Female","12","3","Happy","white","?","1631","3",472,1,1
"39197","Male","13","3","Happy","White","?","4093","3",472,1,1
"40197","Male","14","3","Happy","White","?","1746","3",472,1,1
"41235","Male","15","3","Happy","White","?","903","3",472,1,1
"42211","Male","16","3","Happy","White","?","765","3",472,1,1
"43199","Male","17","4","Sad","White","?","5135","1",472,1,0
"44196","male","18","4","Sad","White","?","1366","4",472,1,1
"45196","Female","19","1","Fear","White","?","2506","1",472,1,1
"46196","Male","20","1","Fear","White","?","1540","6",472,1,0
"47196","Male","21","5","Disgust","White","?","1452","5",472,1,1
"48196","Male","22","5","Disgust","White","?","10063","5",472,1,1
"49196","Male","23","5","Disgust","White","?","7609","5",472,1,1
"50196","Male","24","5","Disgust","White","?","5859","6",472,1,0
"21010","Male","1","3","Happy","White","?","4418","3",473,1,1
"31045","Male","2","4","Sad","Asian","?","2660","4",473,1,1
"41012","Female","3","4","Sad","White","?","1610","5",473,1,0
"51009","Male","4","2","Angry","White","?","1699","2",473,1,1
"6168","Male","5","2","Angry","White","?","2367","2",473,1,1
"7168","Female","6","4","Sad","White","?","3431","1",473,1,0
"8168","Male","7","5","Disgust","White","?","2736","6",473,1,0
"9168","Male","8","5","Disgust","White","?","2252","3",473,1,0
"10168","Female","9","6","Surprise","White","?","2835","5",473,1,0
"11168","Female","10","2","Angry","White","?","1324","6",473,1,0
"12168","Female","11","3","Happy","White","?","391","3",473,1,1
"13168","Female","12","3","Happy","white","?","1771","6",473,1,0
"14168","Male","13","3","Happy","White","?","1901","5",473,1,0
"15168","Male","14","3","Happy","White","?","1214","2",473,1,0
"16168","Male","15","3","Happy","White","?","1698","3",473,1,1
"17168","Male","16","3","Happy","White","?","2486","4",473,1,0
"18168","Male","17","4","Sad","White","?","2192","5",473,1,0
"19168","male","18","4","Sad","White","?","1234","6",473,1,0
"20168","Female","19","1","Fear","White","?","1442","6",473,1,0
"21207","Male","20","1","Fear","White","?","478","6",473,1,0
"22184","Male","21","5","Disgust","White","?","1138","2",473,1,0
"23171","Male","22","5","Disgust","White","?","5204","6",473,1,0
"24168","Male","23","5","Disgust","White","?","3806","1",473,1,0
"25168","Male","24","5","Disgust","White","?","6075","4",473,1,0
"27353","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1460","3",48,0,0
"28353","Male","HappyMaleWhite","3","Happy","White","1","1380","3",48,0,1
"29353","Female","NeutralFemaleWhite3","7","Neutral","White","20","7959","7",48,0,1
"30353","Male","FearMaleWhite2","1","Fear","White","32","1187","4",48,0,0
"31372","Male","NeutralMaleWhite","7","Neutral","White","30","535","7",48,0,1
"32353","Male","SurpriseMaleWhite2","6","Surprise","White","22","3421","6",48,0,1
"33353","Female","SadFemaleWhite2","4","Sad","White","4","2528","4",48,0,1
"34353","Male","AngryMaleWhite","2","Angry","White","3","1205","2",48,0,1
"35353","Female","AngryFemaleWhite","2","Angry","White","6","1758","4",48,0,0
"36202","Male","SurpriseMaleWhite","6","Surprise","White","21","1909","6",48,0,1
"37198","Female","HappyFemaleWhite","3","Happy","White","7","1489","3",48,0,1
"38198","Female","FearFemaleWhite","1","Fear","White","13","6727","1",48,0,1
"39198","Female","HappyFemaleWhite3","3","Happy","White","28","1174","3",48,0,1
"40198","Male","DisgustMaleWhite6","5","Disgust","White","17","5364","3",48,0,0
"41236","Male","SadMaleWhite","4","Sad","White","11","744","7",48,0,0
"42212","Female","DisgustFemaleWhite2","5","Disgust","White","26","1630","5",48,0,1
"43200","Female","NeutralFemaleWhite2","7","Neutral","White","19","1205","3",48,0,0
"44197","Female","SadFemaleWhite","4","Sad","White","2","6963","7",48,0,0
"45197","Male","SadMaleWhite2","4","Sad","White","12","464","7",48,0,0
"46197","Male","HappyMaleWhite3","3","Happy","White","10","2098","3",48,0,1
"47197","Male","DisgustMaleWhite3","5","Disgust","White","15","1738","3",48,0,0
"48197","Female","HappyFemaleWhite2","3","Happy","white","8","278","3",48,0,1
"49197","Female","SurpriseFemaleWhite","6","Surprise","White","5","555","7",48,0,0
"50197","Female","NeutralFemaleWhite","7","Neutral","White","18","2074","4",48,0,0
"51224","Male","NeutralMaleWhite2","7","Neutral","White","33","338","7",48,0,1
"52203","Female","DisgustFemaleWhite3","5","Disgust","White","29","3917","6",48,0,0
"53190","Female","FearFemaleWhite2","1","Fear","White","23","7624","6",48,0,0
"54186","Female","DisgustFemaleWhite","5","Disgust","White","25","1865","5",48,0,1
"55186","Male","HappyMaleWhite2","3","Happy","White","9","401","7",48,0,0
"56186","Male","NeutralMaleWhite3","7","Neutral","White","34","2071","4",48,0,0
"57186","Female","AngryFemaleWhite2","2","Angry","White","24","1391","2",48,0,1
"58186","Male","AngryMaleWhite2","2","Angry","White","31","5370","5",48,0,0
"59186","Male","DisgustMaleWhite5","5","Disgust","White","16","1404","5",48,0,1
"60186","Male","FearMaleWhite","1","Fear","White","14","1999","6",48,0,0
"21011","Female","FearFemaleWhite","1","Fear","White","13","7352","6",49,1,0
"31046","Female","FearFemaleWhite2","1","Fear","White","23","1317","7",49,1,0
"41013","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1659","3",49,1,0
"51010","Female","DisgustFemaleWhite2","5","Disgust","White","26","2413","5",49,1,1
"6169","Female","SurpriseFemaleWhite","6","Surprise","White","5","1071","7",49,1,0
"7169","Male","SurpriseMaleWhite","6","Surprise","White","21","2322","6",49,1,1
"8169","Female","NeutralFemaleWhite3","7","Neutral","White","20","1274","7",49,1,1
"9169","Female","HappyFemaleWhite3","3","Happy","White","28","1113","3",49,1,1
"10169","Male","AngryMaleWhite","2","Angry","White","3","1831","2",49,1,1
"11169","Male","FearMaleWhite2","1","Fear","White","32","669","1",49,1,1
"12169","Male","NeutralMaleWhite2","7","Neutral","White","33","926","7",49,1,1
"13169","Female","NeutralFemaleWhite","7","Neutral","White","18","1608","7",49,1,1
"14169","Female","HappyFemaleWhite2","3","Happy","white","8","1753","3",49,1,1
"15169","Male","HappyMaleWhite","3","Happy","White","1","1273","3",49,1,1
"16169","Male","DisgustMaleWhite6","5","Disgust","White","17","1551","3",49,1,0
"17169","Male","NeutralMaleWhite3","7","Neutral","White","34","275","8",49,1,0
"18169","Male","DisgustMaleWhite5","5","Disgust","White","16","2086","5",49,1,1
"19169","Female","SadFemaleWhite","4","Sad","White","2","1228","4",49,1,1
"20169","Female","SadFemaleWhite2","4","Sad","White","4","880","4",49,1,1
"21208","Female","AngryFemaleWhite2","2","Angry","White","24","1644","5",49,1,0
"22185","Female","DisgustFemaleWhite","5","Disgust","White","25","878","4",49,1,0
"23172","Female","AngryFemaleWhite","2","Angry","White","6","894","2",49,1,1
"24169","Male","SurpriseMaleWhite2","6","Surprise","White","22","1606","6",49,1,1
"25169","Male","SadMaleWhite","4","Sad","White","11","2001","4",49,1,1
"26155","Female","HappyFemaleWhite","3","Happy","White","7","730","3",49,1,1
"27354","Female","NeutralFemaleWhite2","7","Neutral","White","19","1215","7",49,1,1
"28354","Male","HappyMaleWhite3","3","Happy","White","10","706","3",49,1,1
"29354","Male","SadMaleWhite2","4","Sad","White","12","833","4",49,1,1
"30354","Male","NeutralMaleWhite","7","Neutral","White","30","1572","2",49,1,0
"31373","Male","FearMaleWhite","1","Fear","White","14","1119","1",49,1,1
"32354","Female","DisgustFemaleWhite3","5","Disgust","White","29","2345","1",49,1,0
"33354","Male","AngryMaleWhite2","2","Angry","White","31","1458","2",49,1,1
"34354","Male","DisgustMaleWhite3","5","Disgust","White","15","506","2",49,1,0
"35354","Male","HappyMaleWhite2","3","Happy","White","9","1413","7",49,1,0
"21012","Male","FearMaleWhite2","1","Fear","White","32","3641","4",5,0,0
"31047","Male","DisgustMaleWhite6","5","Disgust","White","17","1987","2",5,0,0
"41014","Male","SadMaleWhite2","4","Sad","White","12","3356","7",5,0,0
"51011","Female","SurpriseFemaleWhite","6","Surprise","White","5","2752","6",5,0,1
"6170","Male","NeutralMaleWhite2","7","Neutral","White","33","3862","7",5,0,1
"7170","Male","DisgustMaleWhite3","5","Disgust","White","15","1698","4",5,0,0
"8170","Female","FearFemaleWhite","1","Fear","White","13","1599","5",5,0,0
"9170","Male","DisgustMaleWhite5","5","Disgust","White","16","2942","1",5,0,0
"10170","Female","DisgustFemaleWhite3","5","Disgust","White","29","3666","5",5,0,1
"11170","Female","NeutralFemaleWhite3","7","Neutral","White","20","624","7",5,0,1
"12170","Male","SadMaleWhite","4","Sad","White","11","1251","7",5,0,0
"13170","Female","AngryFemaleWhite","2","Angry","White","6","1395","5",5,0,0
"14170","Male","NeutralMaleWhite","7","Neutral","White","30","951","7",5,0,1
"15170","Female","NeutralFemaleWhite2","7","Neutral","White","19","3834","3",5,0,0
"16170","Male","SurpriseMaleWhite","6","Surprise","White","21","1815","6",5,0,1
"17170","Male","HappyMaleWhite3","3","Happy","White","10","1624","3",5,0,1
"18170","Male","SurpriseMaleWhite2","6","Surprise","White","22","2142","6",5,0,1
"19170","Male","HappyMaleWhite2","3","Happy","White","9","1128","2",5,0,0
"20170","Female","AngryFemaleWhite2","2","Angry","White","24","887","3",5,0,0
"21209","Female","SadFemaleWhite","4","Sad","White","2","1274","4",5,0,1
"22186","Male","HappyMaleWhite","3","Happy","White","1","1315","3",5,0,1
"23173","Female","FearFemaleWhite2","1","Fear","White","23","1455","4",5,0,0
"24170","Male","AngryMaleWhite2","2","Angry","White","31","2865","2",5,0,1
"25170","Female","NeutralFemaleWhite","7","Neutral","White","18","1158","4",5,0,0
"26156","Female","HappyFemaleWhite3","3","Happy","White","28","1698","2",5,0,0
"27355","Female","SadFemaleWhite2","4","Sad","White","4","2469","4",5,0,1
"28355","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2967","6",5,0,1
"29355","Female","HappyFemaleWhite2","3","Happy","white","8","1624","3",5,0,1
"30355","Male","AngryMaleWhite","2","Angry","White","3","1109","2",5,0,1
"31374","Male","FearMaleWhite","1","Fear","White","14","1013","1",5,0,1
"32355","Female","HappyFemaleWhite","3","Happy","White","7","1213","3",5,0,1
"33355","Male","NeutralMaleWhite3","7","Neutral","White","34","1551","7",5,0,1
"34355","Female","DisgustFemaleWhite2","5","Disgust","White","26","1268","5",5,0,1
"35355","Female","DisgustFemaleWhite","5","Disgust","White","25","1369","4",5,0,0
"27356","Female","FearFemaleWhite2","1","Fear","White","23","2873","7",50,1,0
"28356","Male","AngryMaleWhite","2","Angry","White","3","2242","4",50,1,0
"29356","Male","NeutralMaleWhite3","7","Neutral","White","34","3091","7",50,1,1
"30356","Male","NeutralMaleWhite2","7","Neutral","White","33","1692","2",50,1,0
"31375","Male","SurpriseMaleWhite","6","Surprise","White","21","1570","6",50,1,1
"32356","Male","DisgustMaleWhite5","5","Disgust","White","16","973","5",50,1,1
"33356","Female","HappyFemaleWhite","3","Happy","White","7","486","5",50,1,0
"34356","Female","SadFemaleWhite2","4","Sad","White","4","1194","7",50,1,0
"35356","Female","HappyFemaleWhite3","3","Happy","White","28","1899","1",50,1,0
"36203","Female","NeutralFemaleWhite2","7","Neutral","White","19","57","1",50,1,0
"37199","Male","DisgustMaleWhite6","5","Disgust","White","17","2960","2",50,1,0
"38199","Female","DisgustFemaleWhite3","5","Disgust","White","29","1200","7",50,1,0
"39199","Male","SadMaleWhite","4","Sad","White","11","1894","5",50,1,0
"40199","Male","FearMaleWhite2","1","Fear","White","32","372","7",50,1,0
"41237","Female","HappyFemaleWhite2","3","Happy","white","8","1662","5",50,1,0
"42213","Male","DisgustMaleWhite3","5","Disgust","White","15","1227","4",50,1,0
"43201","Male","FearMaleWhite","1","Fear","White","14","1681","2",50,1,0
"44198","Male","HappyMaleWhite2","3","Happy","White","9","1740","4",50,1,0
"45198","Male","AngryMaleWhite2","2","Angry","White","31","2388","2",50,1,1
"46198","Female","NeutralFemaleWhite","7","Neutral","White","18","2086","4",50,1,0
"47198","Male","SurpriseMaleWhite2","6","Surprise","White","22","2914","6",50,1,1
"48198","Female","FearFemaleWhite","1","Fear","White","13","1814","1",50,1,1
"49198","Female","DisgustFemaleWhite2","5","Disgust","White","26","1326","5",50,1,1
"50198","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1916","3",50,1,0
"51225","Male","SadMaleWhite2","4","Sad","White","12","1805","4",50,1,1
"52204","Male","HappyMaleWhite3","3","Happy","White","10","5350","3",50,1,1
"53191","Male","HappyMaleWhite","3","Happy","White","1","1541","7",50,1,0
"54187","Female","AngryFemaleWhite2","2","Angry","White","24","1015","6",50,1,0
"55187","Male","NeutralMaleWhite","7","Neutral","White","30","1447","7",50,1,1
"56187","Female","NeutralFemaleWhite3","7","Neutral","White","20","1631","2",50,1,0
"57187","Female","SurpriseFemaleWhite","6","Surprise","White","5","486","7",50,1,0
"58187","Female","DisgustFemaleWhite","5","Disgust","White","25","857","5",50,1,1
"59187","Female","SadFemaleWhite","4","Sad","White","2","1231","4",50,1,1
"60187","Female","AngryFemaleWhite","2","Angry","White","6","2067","5",50,1,0
"21013","Female","DisgustFemaleWhite3","5","Disgust","White","29","12086","5",51,0,1
"31048","Male","NeutralMaleWhite3","7","Neutral","White","34","5431","7",51,0,1
"41015","Female","AngryFemaleWhite2","2","Angry","White","24","1313","7",51,0,0
"51012","Female","NeutralFemaleWhite","7","Neutral","White","18","1188","7",51,0,1
"6171","Female","HappyFemaleWhite","3","Happy","White","7","1377","3",51,0,1
"7171","Female","SurpriseFemaleWhite","6","Surprise","White","5","1042","7",51,0,0
"8171","Female","AngryFemaleWhite","2","Angry","White","6","4643","2",51,0,1
"9171","Male","DisgustMaleWhite3","5","Disgust","White","15","1620","5",51,0,1
"10171","Male","HappyMaleWhite3","3","Happy","White","10","4320","3",51,0,1
"11171","Male","HappyMaleWhite2","3","Happy","White","9","1650","7",51,0,0
"12171","Female","HappyFemaleWhite3","3","Happy","White","28","1860","3",51,0,1
"13171","Male","DisgustMaleWhite5","5","Disgust","White","16","2765","5",51,0,1
"14171","Female","NeutralFemaleWhite2","7","Neutral","White","19","3365","7",51,0,1
"15171","Male","HappyMaleWhite","3","Happy","White","1","1903","3",51,0,1
"16171","Female","NeutralFemaleWhite3","7","Neutral","White","20","6654","4",51,0,0
"17171","Female","SadFemaleWhite","4","Sad","White","2","5800","1",51,0,0
"18171","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1345","6",51,0,1
"19171","Male","SadMaleWhite2","4","Sad","White","12","1706","4",51,0,1
"20171","Female","HappyFemaleWhite2","3","Happy","white","8","7180","7",51,0,0
"21210","Male","DisgustMaleWhite6","5","Disgust","White","17","1501","5",51,0,1
"22187","Female","FearFemaleWhite","1","Fear","White","13","850","1",51,0,1
"23174","Male","SadMaleWhite","4","Sad","White","11","1529","4",51,0,1
"24171","Male","FearMaleWhite","1","Fear","White","14","1083","1",51,0,1
"25171","Male","NeutralMaleWhite2","7","Neutral","White","33","1313","7",51,0,1
"26157","Female","SadFemaleWhite2","4","Sad","White","4","1551","4",51,0,1
"27357","Female","DisgustFemaleWhite2","5","Disgust","White","26","2506","5",51,0,1
"28357","Male","SurpriseMaleWhite2","6","Surprise","White","22","2217","6",51,0,1
"29357","Female","DisgustFemaleWhite","5","Disgust","White","25","1174","5",51,0,1
"30357","Male","AngryMaleWhite2","2","Angry","White","31","1176","2",51,0,1
"31376","Male","SurpriseMaleWhite","6","Surprise","White","21","1049","1",51,0,0
"32357","Male","NeutralMaleWhite","7","Neutral","White","30","1035","7",51,0,1
"33357","Male","FearMaleWhite2","1","Fear","White","32","946","1",51,0,1
"34357","Female","FearFemaleWhite2","1","Fear","White","23","878","1",51,0,1
"35357","Male","AngryMaleWhite","2","Angry","White","3","1201","2",51,0,1
"27358","Male","NeutralMaleWhite","7","Neutral","White","30","4980","7",52,0,1
"28358","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1693","6",52,0,1
"29358","Female","SadFemaleWhite2","4","Sad","White","4","1693","4",52,0,1
"30358","Male","HappyMaleWhite","3","Happy","White","1","1227","3",52,0,1
"31377","Female","HappyFemaleWhite","3","Happy","White","7","1248","3",52,0,1
"32358","Male","SurpriseMaleWhite","6","Surprise","White","21","1422","6",52,0,1
"33358","Female","HappyFemaleWhite2","3","Happy","white","8","10022","3",52,0,1
"34358","Male","AngryMaleWhite","2","Angry","White","3","1715","2",52,0,1
"35358","Female","AngryFemaleWhite2","2","Angry","White","24","3265","2",52,0,1
"36204","Male","FearMaleWhite","1","Fear","White","14","1213","1",52,0,1
"37200","Male","DisgustMaleWhite5","5","Disgust","White","16","1574","5",52,0,1
"38200","Female","AngryFemaleWhite","2","Angry","White","6","1699","5",52,0,0
"39200","Male","SadMaleWhite","4","Sad","White","11","1047","7",52,0,0
"40200","Male","NeutralMaleWhite2","7","Neutral","White","33","900","7",52,0,1
"41238","Male","DisgustMaleWhite3","5","Disgust","White","15","1919","5",52,0,1
"42214","Female","SurpriseFemaleWhite","6","Surprise","White","5","624","7",52,0,0
"43202","Male","NeutralMaleWhite3","7","Neutral","White","34","485","7",52,0,1
"44199","Male","HappyMaleWhite2","3","Happy","White","9","1198","3",52,0,1
"45199","Male","FearMaleWhite2","1","Fear","White","32","1183","1",52,0,1
"46199","Female","SadFemaleWhite","4","Sad","White","2","1435","4",52,0,1
"47199","Female","DisgustFemaleWhite","5","Disgust","White","25","1736","5",52,0,1
"48199","Female","DisgustFemaleWhite2","5","Disgust","White","26","1515","5",52,0,1
"49199","Female","FearFemaleWhite2","1","Fear","White","23","1607","6",52,0,0
"50199","Female","NeutralFemaleWhite","7","Neutral","White","18","974","7",52,0,1
"51226","Female","FearFemaleWhite","1","Fear","White","13","1321","6",52,0,0
"52205","Female","HappyFemaleWhite3","3","Happy","White","28","1658","3",52,0,1
"53192","Male","SadMaleWhite2","4","Sad","White","12","1965","4",52,0,1
"54188","Male","DisgustMaleWhite6","5","Disgust","White","17","1357","5",52,0,1
"55188","Male","SurpriseMaleWhite2","6","Surprise","White","22","1331","6",52,0,1
"56188","Female","NeutralFemaleWhite3","7","Neutral","White","20","844","7",52,0,1
"57188","Male","AngryMaleWhite2","2","Angry","White","31","3137","1",52,0,0
"58188","Female","DisgustFemaleWhite3","5","Disgust","White","29","1255","1",52,0,0
"59188","Male","HappyMaleWhite3","3","Happy","White","10","1288","3",52,0,1
"60188","Female","NeutralFemaleWhite2","7","Neutral","White","19","646","7",52,0,1
"21014","Male","SadMaleWhite","4","Sad","White","11","5430","7",53,0,0
"31049","Male","HappyMaleWhite2","3","Happy","White","9","2161","7",53,0,0
"41016","Male","NeutralMaleWhite3","7","Neutral","White","34","1707","7",53,0,1
"51013","Male","DisgustMaleWhite5","5","Disgust","White","16","2395","3",53,0,0
"6172","Male","DisgustMaleWhite3","5","Disgust","White","15","492","3",53,0,0
"7172","Female","FearFemaleWhite2","1","Fear","White","23","1078","7",53,0,0
"8172","Male","HappyMaleWhite","3","Happy","White","1","1568","3",53,0,1
"9172","Male","NeutralMaleWhite","7","Neutral","White","30","1672","4",53,0,0
"10172","Female","SurpriseFemaleWhite","6","Surprise","White","5","2421","3",53,0,0
"11172","Male","FearMaleWhite","1","Fear","White","14","1345","1",53,0,1
"12172","Female","HappyFemaleWhite3","3","Happy","White","28","1320","3",53,0,1
"13172","Female","AngryFemaleWhite","2","Angry","White","6","1444","5",53,0,0
"14172","Female","NeutralFemaleWhite3","7","Neutral","White","20","1116","7",53,0,1
"15172","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1176","3",53,0,0
"16172","Male","SurpriseMaleWhite","6","Surprise","White","21","1044","1",53,0,0
"17172","Female","HappyFemaleWhite","3","Happy","White","7","549","3",53,0,1
"18172","Male","NeutralMaleWhite2","7","Neutral","White","33","1459","7",53,0,1
"19172","Male","AngryMaleWhite2","2","Angry","White","31","1525","2",53,0,1
"20172","Female","SadFemaleWhite","4","Sad","White","2","1567","4",53,0,1
"21211","Female","DisgustFemaleWhite2","5","Disgust","White","26","1550","5",53,0,1
"22188","Male","SurpriseMaleWhite2","6","Surprise","White","22","2789","6",53,0,1
"23175","Male","DisgustMaleWhite6","5","Disgust","White","17","1797","3",53,0,0
"24172","Male","SadMaleWhite2","4","Sad","White","12","1340","4",53,0,1
"25172","Female","AngryFemaleWhite2","2","Angry","White","24","2742","7",53,0,0
"26158","Male","AngryMaleWhite","2","Angry","White","3","13019","7",53,0,0
"27359","Female","DisgustFemaleWhite","5","Disgust","White","25","1491","5",53,0,1
"28359","Female","DisgustFemaleWhite3","5","Disgust","White","29","1026","1",53,0,0
"29359","Female","HappyFemaleWhite2","3","Happy","white","8","1625","3",53,0,1
"30359","Male","FearMaleWhite2","1","Fear","White","32","1199","1",53,0,1
"31378","Female","NeutralFemaleWhite","7","Neutral","White","18","1893","7",53,0,1
"32359","Female","NeutralFemaleWhite2","7","Neutral","White","19","1545","3",53,0,0
"33359","Female","SadFemaleWhite2","4","Sad","White","4","1753","4",53,0,1
"34359","Male","HappyMaleWhite3","3","Happy","White","10","1339","3",53,0,1
"35359","Female","FearFemaleWhite","1","Fear","White","13","1301","1",53,0,1
"27360","Female","SurpriseFemaleWhite","6","Surprise","White","5","4351","7",54,0,0
"28360","Female","NeutralFemaleWhite3","7","Neutral","White","20","5803","7",54,0,1
"29360","Male","NeutralMaleWhite2","7","Neutral","White","33","1612","7",54,0,1
"30360","Male","SurpriseMaleWhite2","6","Surprise","White","22","2848","6",54,0,1
"31379","Female","HappyFemaleWhite","3","Happy","White","7","1866","3",54,0,1
"32360","Female","NeutralFemaleWhite","7","Neutral","White","18","1547","7",54,0,1
"33360","Male","DisgustMaleWhite3","5","Disgust","White","15","2007","2",54,0,0
"34360","Female","SurpriseFemaleWhite2","6","Surprise","White","27","8853","1",54,0,0
"35360","Female","DisgustFemaleWhite","5","Disgust","White","25","3058","5",54,0,1
"36205","Female","AngryFemaleWhite","2","Angry","White","6","1526","2",54,0,1
"37201","Female","AngryFemaleWhite2","2","Angry","White","24","2233","2",54,0,1
"38201","Female","SadFemaleWhite2","4","Sad","White","4","1588","4",54,0,1
"39201","Male","AngryMaleWhite2","2","Angry","White","31","4687","5",54,0,0
"40201","Male","SurpriseMaleWhite","6","Surprise","White","21","1412","6",54,0,1
"41239","Male","AngryMaleWhite","2","Angry","White","3","1657","2",54,0,1
"42215","Male","HappyMaleWhite3","3","Happy","White","10","1896","3",54,0,1
"43203","Male","NeutralMaleWhite","7","Neutral","White","30","1386","7",54,0,1
"44200","Male","DisgustMaleWhite5","5","Disgust","White","16","2648","5",54,0,1
"45200","Male","HappyMaleWhite","3","Happy","White","1","1679","3",54,0,1
"46200","Female","DisgustFemaleWhite2","5","Disgust","White","26","3131","5",54,0,1
"47200","Female","HappyFemaleWhite2","3","Happy","white","8","2623","3",54,0,1
"48200","Female","NeutralFemaleWhite2","7","Neutral","White","19","1893","7",54,0,1
"49200","Female","SadFemaleWhite","4","Sad","White","2","2347","4",54,0,1
"50200","Male","SadMaleWhite","4","Sad","White","11","1694","4",54,0,1
"51227","Female","HappyFemaleWhite3","3","Happy","White","28","1233","3",54,0,1
"52206","Male","DisgustMaleWhite6","5","Disgust","White","17","1741","5",54,0,1
"53193","Male","FearMaleWhite2","1","Fear","White","32","3398","1",54,0,1
"54189","Female","FearFemaleWhite","1","Fear","White","13","6400","5",54,0,0
"55189","Female","FearFemaleWhite2","1","Fear","White","23","1757","6",54,0,0
"56189","Female","DisgustFemaleWhite3","5","Disgust","White","29","1233","1",54,0,0
"57189","Male","FearMaleWhite","1","Fear","White","14","1899","6",54,0,0
"58189","Male","HappyMaleWhite2","3","Happy","White","9","1430","3",54,0,1
"59189","Male","SadMaleWhite2","4","Sad","White","12","1328","1",54,0,0
"60189","Male","NeutralMaleWhite3","7","Neutral","White","34","1140","7",54,0,1
"21015","Female","DisgustFemaleWhite","5","Disgust","White","25","6517","2",55,0,0
"31050","Male","AngryMaleWhite","2","Angry","White","3","13246","2",55,0,1
"41017","Female","DisgustFemaleWhite2","5","Disgust","White","26","1292","5",55,0,1
"51014","Female","DisgustFemaleWhite3","5","Disgust","White","29","5479","6",55,0,0
"6173","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2659","6",55,0,1
"7173","Female","FearFemaleWhite","1","Fear","White","13","3166","6",55,0,0
"8173","Female","HappyFemaleWhite3","3","Happy","White","28","1617","3",55,0,1
"9173","Male","SurpriseMaleWhite2","6","Surprise","White","22","2749","6",55,0,1
"10173","Female","FearFemaleWhite2","1","Fear","White","23","1109","7",55,0,0
"11173","Male","HappyMaleWhite2","3","Happy","White","9","1532","7",55,0,0
"12173","Male","HappyMaleWhite3","3","Happy","White","10","1340","3",55,0,1
"13173","Female","AngryFemaleWhite2","2","Angry","White","24","4066","7",55,0,0
"14173","Female","NeutralFemaleWhite2","7","Neutral","White","19","1317","7",55,0,1
"15173","Male","NeutralMaleWhite3","7","Neutral","White","34","1857","7",55,0,1
"16173","Male","DisgustMaleWhite3","5","Disgust","White","15","1619","5",55,0,1
"17173","Male","SadMaleWhite2","4","Sad","White","12","1542","4",55,0,1
"18173","Female","NeutralFemaleWhite3","7","Neutral","White","20","1506","7",55,0,1
"19173","Female","SadFemaleWhite2","4","Sad","White","4","1437","4",55,0,1
"20173","Female","HappyFemaleWhite","3","Happy","White","7","1082","3",55,0,1
"21212","Male","DisgustMaleWhite6","5","Disgust","White","17","1305","3",55,0,0
"22189","Female","SurpriseFemaleWhite","6","Surprise","White","5","3859","6",55,0,1
"23176","Female","NeutralFemaleWhite","7","Neutral","White","18","1352","7",55,0,1
"24173","Female","AngryFemaleWhite","2","Angry","White","6","1112","2",55,0,1
"25173","Male","FearMaleWhite2","1","Fear","White","32","741","1",55,0,1
"26159","Male","FearMaleWhite","1","Fear","White","14","2292","6",55,0,0
"27361","Male","HappyMaleWhite","3","Happy","White","1","1327","3",55,0,1
"28361","Female","SadFemaleWhite","4","Sad","White","2","3200","4",55,0,1
"29361","Male","SurpriseMaleWhite","6","Surprise","White","21","1325","6",55,0,1
"30361","Male","NeutralMaleWhite2","7","Neutral","White","33","833","7",55,0,1
"31380","Male","DisgustMaleWhite5","5","Disgust","White","16","2325","5",55,0,1
"32361","Male","SadMaleWhite","4","Sad","White","11","1387","4",55,0,1
"33361","Female","HappyFemaleWhite2","3","Happy","white","8","1346","3",55,0,1
"34361","Male","AngryMaleWhite2","2","Angry","White","31","11880","5",55,0,0
"35361","Male","NeutralMaleWhite","7","Neutral","White","30","778","7",55,0,1
"27362","Female","SurpriseFemaleWhite","6","Surprise","White","5","6515","7",56,0,0
"28362","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3381","6",56,0,1
"29362","Female","DisgustFemaleWhite3","5","Disgust","White","29","9617","5",56,0,1
"30362","Female","DisgustFemaleWhite","5","Disgust","White","25","2788","4",56,0,0
"31381","Male","NeutralMaleWhite2","7","Neutral","White","33","1834","7",56,0,1
"32362","Female","SadFemaleWhite","4","Sad","White","2","3422","4",56,0,1
"33362","Male","SadMaleWhite2","4","Sad","White","12","3482","4",56,0,1
"34362","Female","AngryFemaleWhite2","2","Angry","White","24","1662","7",56,0,0
"35362","Male","AngryMaleWhite","2","Angry","White","3","1883","2",56,0,1
"36206","Male","SadMaleWhite","4","Sad","White","11","5525","7",56,0,0
"37202","Male","DisgustMaleWhite5","5","Disgust","White","16","4342","5",56,0,1
